0.0,1.090759,1.324568,3.285349
0.033333,1.090529,1.324623,3.285487
0.066667,1.090194,1.324651,3.285763
0.1,1.089949,1.324582,3.285846
0.133333,1.089646,1.324571,3.285922
0.166667,1.089355,1.324579,3.285962
0.2,1.089071,1.324636,3.285975
0.233333,1.088804,1.324575,3.285924
0.266667,1.088586,1.32454,3.285899
0.3,1.088404,1.324464,3.285822
0.333333,1.088253,1.324377,3.285712
0.366667,1.088107,1.324377,3.285571
0.4,1.088091,1.324311,3.285251
0.433333,1.088118,1.324295,3.284856
0.466667,1.088148,1.324256,3.284397
0.5,1.08811,1.32428,3.283924
0.533333,1.087962,1.324463,3.283551
0.566667,1.087721,1.324645,3.283271
0.6,1.087425,1.324884,3.283063
0.633333,1.087096,1.325201,3.282854
0.666667,1.086842,1.325583,3.282568
0.7,1.086644,1.325771,3.282168
0.733333,1.086526,1.325808,3.281636
0.766667,1.086588,1.325841,3.280973
0.8,1.086712,1.325825,3.280287
0.833333,1.086826,1.325827,3.279573
0.866667,1.08697,1.325776,3.278888
0.9,1.087203,1.325647,3.278157
0.933333,1.0875,1.325314,3.27727
0.966667,1.087742,1.32511,3.276513
1.0,1.087902,1.324925,3.27572
1.033333,1.088089,1.324565,3.274794
1.066667,1.088281,1.324275,3.273863
1.1,1.088422,1.324039,3.272904
1.133333,1.088438,1.323888,3.272143
1.166667,1.088345,1.323776,3.271423
1.2,1.088102,1.323527,3.270805
1.233333,1.087754,1.323192,3.270302
1.266667,1.087312,1.322888,3.269852
1.3,1.08692,1.322714,3.269439
1.333333,1.086565,1.322553,3.268948
1.366667,1.086273,1.322393,3.268413
1.4,1.085997,1.322356,3.267858
1.433333,1.085747,1.322425,3.267266
1.466667,1.085541,1.322609,3.266673
1.5,1.085366,1.322925,3.266059
1.533333,1.085244,1.323166,3.265466
1.566667,1.085236,1.323523,3.26454
1.6,1.08532,1.323776,3.263721
1.633333,1.085259,1.324192,3.263068
1.666667,1.085253,1.32455,3.262385
1.7,1.08525,1.324992,3.261869
1.733333,1.085097,1.325466,3.261491
1.766667,1.084905,1.326154,3.261293
1.8,1.084729,1.326851,3.261154
1.833333,1.084473,1.32739,3.26111
1.866667,1.084118,1.327946,3.261108
1.9,1.083777,1.32848,3.261117
1.933333,1.083425,1.328978,3.261168
1.966667,1.082977,1.329251,3.261311
