0.0,1.016732,1.331308,3.212445
0.033333,1.016687,1.331047,3.212632
0.066667,1.016341,1.330899,3.212786
0.1,1.016024,1.330729,3.212754
0.133333,1.015685,1.330657,3.212809
0.166667,1.015409,1.330671,3.212804
0.2,1.015177,1.330515,3.212706
0.233333,1.014725,1.330308,3.212696
0.266667,1.014341,1.330169,3.212589
0.3,1.014091,1.329979,3.212432
0.333333,1.013967,1.329732,3.212301
0.366667,1.013828,1.329497,3.212109
0.4,1.013677,1.329355,3.211824
0.433333,1.013936,1.329091,3.211294
0.466667,1.014092,1.328802,3.210558
0.5,1.014157,1.328636,3.210019
0.533333,1.013548,1.328753,3.209711
0.566667,1.013248,1.328875,3.209419
0.6,1.01289,1.329077,3.20922
0.633333,1.012995,1.32925,3.208898
0.666667,1.012686,1.32967,3.20869
0.7,1.012426,1.329898,3.208274
0.733333,1.012406,1.329838,3.207698
0.766667,1.012489,1.329742,3.206861
0.8,1.012795,1.329604,3.205956
0.833333,1.012927,1.32953,3.205207
0.866667,1.01283,1.32955,3.204513
0.9,1.013058,1.329341,3.203616
0.933333,1.013796,1.328931,3.202668
0.966667,1.014023,1.328718,3.201852
1.0,1.013896,1.328482,3.200981
1.033333,1.014766,1.327783,3.199757
1.066667,1.014822,1.327596,3.198836
1.1,1.015374,1.327193,3.197654
1.133333,1.015556,1.327,3.196661
1.166667,1.015556,1.32697,3.195955
1.2,1.015289,1.326819,3.195338
1.233333,1.014807,1.326508,3.194869
1.266667,1.014326,1.326288,3.194509
1.3,1.013904,1.326078,3.194005
1.333333,1.013532,1.325987,3.193608
1.366667,1.013247,1.32581,3.193135
1.4,1.012913,1.325706,3.192417
1.433333,1.012674,1.325826,3.191885
1.466667,1.012552,1.326163,3.19125
1.5,1.012424,1.326667,3.190583
1.533333,1.01236,1.327237,3.189787
1.566667,1.012484,1.328119,3.189054
1.6,1.012539,1.329322,3.188167
1.633333,1.012904,1.329991,3.187245
1.666667,1.013175,1.330737,3.18633
1.7,1.013546,1.331476,3.185493
1.733333,1.013465,1.331994,3.185115
1.766667,1.013195,1.332786,3.185008
1.8,1.012702,1.333668,3.184941
1.833333,1.012529,1.334262,3.184928
1.866667,1.012475,1.33488,3.184921
1.9,1.012174,1.335535,3.184969
1.933333,1.011414,1.336385,3.185106
1.966667,1.010983,1.337176,3.185469
2.0,1.009991,1.337923,3.185922
2.033333,1.00829,1.339774,3.18715
2.066667,1.006856,1.34293,3.188906
2.1,1.004829,1.346495,3.191297
2.133333,1.004087,1.349419,3.193007
2.166667,1.004279,1.352116,3.19423
2.2,1.003675,1.353656,3.195664
2.233333,1.003445,1.354371,3.196452
2.266667,1.003136,1.354886,3.197287
2.3,1.00278,1.355257,3.197929
2.333333,1.002056,1.355479,3.198923
2.366667,1.001121,1.354917,3.199888
