1569140560.512221097,2.12797,-3.00681,1.27671
1569140560.547848939,2.12796,-3.00682,1.2767
1569140560.579866886,2.12798,-3.00684,1.27674
1569140560.612478971,2.12796,-3.00681,1.27667
1569140560.645435094,2.12798,-3.00683,1.27674
1569140560.679822921,2.12797,-3.00681,1.2767
1569140560.711822032,2.12796,-3.00682,1.2767
1569140560.746424913,2.12797,-3.00683,1.27672
1569140560.779489994,2.12797,-3.00679,1.27668
1569140560.813175916,2.12798,-3.00682,1.27675
1569140560.845485925,2.12797,-3.00681,1.27669
1569140560.879735946,2.12799,-3.00683,1.27671
1569140560.912621974,2.12797,-3.00683,1.27671
1569140560.945889949,2.12797,-3.00681,1.27669
1569140560.979625940,2.12798,-3.00682,1.27676
1569140561.010921001,2.12796,-3.0068,1.27667
1569140561.045793056,2.12798,-3.00682,1.27673
1569140561.079220056,2.12796,-3.00683,1.27671
1569140561.113308906,2.12797,-3.00681,1.2767
1569140561.146480083,2.12797,-3.00683,1.27674
1569140561.180589914,2.12796,-3.0068,1.27668
1569140561.212809085,2.12798,-3.00683,1.27674
1569140561.246818065,2.12796,-3.00681,1.27669
1569140561.280472040,2.12798,-3.00681,1.27671
1569140561.313733100,2.12797,-3.00681,1.27672
1569140561.346251010,2.12796,-3.0068,1.27667
1569140561.380362987,2.12798,-3.00681,1.27673
1569140561.412446022,2.12797,-3.00679,1.27668
1569140561.446171998,2.12797,-3.00681,1.27671
1569140561.480513095,2.12797,-3.00683,1.2767
1569140561.514264106,2.12797,-3.00683,1.27668
1569140561.546134948,2.12798,-3.00683,1.27674
1569140561.578963994,2.12796,-3.00682,1.27667
1569140561.612385988,2.12797,-3.00682,1.27673
1569140561.646759033,2.12796,-3.00681,1.27668
1569140561.676963090,2.12797,-3.00681,1.27669
1569140561.710788011,2.12797,-3.00683,1.27672
1569140561.742933034,2.12796,-3.00679,1.27667
1569140561.778206110,2.12797,-3.00683,1.27673
1569140561.811539888,2.12797,-3.00681,1.27668
1569140561.845621109,2.12797,-3.00682,1.27672
1569140561.878773927,2.12797,-3.00681,1.27671
1569140561.914410114,2.12796,-3.0068,1.27669
1569140561.946593046,2.12796,-3.00682,1.27674
1569140561.979481935,2.12796,-3.00681,1.27669
1569140562.012700080,2.12797,-3.00684,1.27673
1569140562.046447038,2.12796,-3.00681,1.27672
1569140562.079804897,2.12796,-3.00679,1.2767
1569140562.115691900,2.12797,-3.00682,1.27674
1569140562.145442962,2.12797,-3.00681,1.27667
1569140562.177304029,2.12797,-3.00684,1.27672
1569140562.209281921,2.12796,-3.00682,1.27668
1569140562.242568969,2.12796,-3.00682,1.27669
1569140562.279370069,2.12798,-3.00682,1.27671
1569140562.314225912,2.12796,-3.00681,1.27668
1569140562.343153953,2.12797,-3.00682,1.27673
1569140562.376179933,2.12795,-3.00681,1.27668
1569140562.409780025,2.12797,-3.00682,1.27672
1569140562.445719957,2.12797,-3.00681,1.27671
1569140562.479260921,2.12796,-3.00681,1.27668
1569140562.514270067,2.12796,-3.00682,1.27673
1569140562.546381950,2.12795,-3.0068,1.27668
1569140562.579806089,2.12796,-3.00682,1.27673
1569140562.613464117,2.12796,-3.0068,1.2767
1569140562.646197080,2.12795,-3.0068,1.2767
1569140562.678919076,2.12797,-3.00683,1.27672
1569140562.713326930,2.12796,-3.0068,1.27668
1569140562.746268033,2.12797,-3.00683,1.27673
1569140562.777009010,2.12796,-3.0068,1.27668
1569140562.809951066,2.12798,-3.00683,1.27672
1569140562.842605113,2.12796,-3.00682,1.27672
1569140562.877553939,2.12796,-3.00682,1.27668
1569140562.914134025,2.12797,-3.00685,1.27674
1569140562.945909023,2.12796,-3.00682,1.27667
1569140562.981095075,2.12797,-3.00682,1.27671
1569140563.011724948,2.12796,-3.00682,1.27671
1569140563.045216083,2.12796,-3.00682,1.2767
1569140563.079207897,2.12797,-3.00683,1.27674
1569140563.113661050,2.12796,-3.00681,1.27668
1569140563.144906044,2.12797,-3.00682,1.27673
1569140563.178802013,2.12795,-3.00681,1.27668
1569140563.213510990,2.12796,-3.0068,1.2767
1569140563.244365930,2.12796,-3.00681,1.27674
1569140563.278744935,2.12795,-3.00681,1.27668
1569140563.314588069,2.12797,-3.00685,1.27674
1569140563.345451116,2.12795,-3.00682,1.27669
1569140563.378967046,2.12797,-3.00681,1.27672
1569140563.411750078,2.12797,-3.00682,1.27671
1569140563.446438074,2.12796,-3.00681,1.27669
1569140563.479492902,2.12798,-3.00684,1.27674
1569140563.515031099,2.12796,-3.00682,1.27668
1569140563.546235084,2.12797,-3.00684,1.27674
1569140563.579428911,2.12797,-3.00684,1.27671
1569140563.613503932,2.12796,-3.00683,1.27669
1569140563.646368026,2.12798,-3.00685,1.27673
